split,test_years,n_test_months,selected_calibration,bss,bss_ci_low,bss_ci_high,test_minus_train_dry_mean,prediction_bias_monthly,prediction_corr_monthly,prediction_amplitude_ratio
holdout_2005_2008,2005-2008,48,isotonic,-0.0892236489748374,-0.3220825662864762,0.1253474833792389,0.0136816880066805,-0.0249951295216925,-0.11222466716111,0.2194471359252929
holdout_2009_2012,2009-2012,48,isotonic,-0.0036354449866997,-0.4549650000812159,0.1612424649016886,-0.0318252829277539,0.0695612790836598,0.1175424776496009,0.2617837786674499
holdout_2013_2016,2013-2016,48,isotonic,-0.07726818876076,-0.3154360132709066,0.098062193397119,0.019322792503065,-0.0752350552639061,0.0293891604187051,0.2334236204624176
holdout_2017_2020,2017-2020,48,isotonic,-0.0095476327589405,-0.4258424847275631,0.2131427507002207,0.013647990766471,0.0293122685479692,0.1110141137237721,0.3263503611087799
canonical_2021_2026,2021-2026,63,isotonic,-0.0252709978252347,-0.1599543729702329,0.0868465661902636,0.0404293725497632,-0.0399105964459533,0.3092194636677712,0.2713160514831543
