run_slug,region_name,mask_kind,pca_cumulative_explained_variance,zone,n_pixels,pixel_fraction,strongest_index,strongest_lag_months,strongest_pearson_r,strongest_p_value,max_zone_bss,n_positive_zone_bss,n_zones_with_forecast,median_selected_corr
cvalley,California Central Valley,none,0.587906736184298,2,972,0.1426056338028169,pdo,0,0.3463896829061458,7.35501852694295e-13,-0.0139556847018362,0,4,0.25923409299033173
cvalley_basin_masked,California Central Valley,basin,0.6252476706388959,2,478,0.2511823436678928,pdo,6,0.301184325787341,4.58578519200368e-10,-0.0099206921611705,0,4,0.3045946316489745
horn_of_africa_country_masked,Horn of Africa bounding box,country,0.4228212438429489,0,20626,0.3849786288892622,nino34,6,0.5422650454980925,8.574287010652632e-33,0.149957713347142,1,4,0.18057711826422207
mediterranean_spain_basin_masked,Mediterranean Spain bounding box,basin,0.5488721318061989,3,1593,0.1758860549850944,pdo,0,0.1865081586154915,0.0001600218343973,-0.0540516555066781,0,4,-0.11030580526288525
murray_darling_basin_masked,Murray-Darling Basin bounding box,basin,0.5499792092183664,0,8022,0.1987266826863527,nino34,1,-0.4599496056879962,1.2018372768645992e-22,-0.3548190637550754,0,4,-0.2379859764228489
southern_great_plains_basin_masked,Southern Great Plains,basin,0.5244901613420665,3,4043,0.2081445634266886,nino34,6,0.500958376893736,1.695393841919913e-27,0.026532303071736,2,4,0.193512985741139
