target_time,y_true_dry_frac,xgb_raw_prob_dry,xgb_isotonic_prob_dry,xgb_platt_prob_dry,xgb_selected_prob_dry,clim_prob_dry
2021-01-01,0.040528215846475396,0.23345481,0.08752191,0.08244677784210323,0.08752191,0.06177845335360061
2021-02-01,0.02713546816764281,0.35749653,0.095741734,0.09035945650218848,0.095741734,0.08613752186810679
2021-03-01,0.36108998250551455,0.2671297,0.09890615,0.08441536005379596,0.09890615,0.1843469993154332
2021-04-01,0.11075134439142618,0.4327653,0.10142423,0.09535101320440532,0.10142423,0.16449367567976975
2021-05-01,0.04796680809522021,0.436767,0.10158142,0.09521525147932049,0.10158142,0.17063717943904178
2021-06-01,0.3317344152889428,0.3309968,0.099234916,0.08845803845624019,0.099234916,0.1198650083421811
2021-07-01,0.037551098013119115,0.111167215,0.06047784,0.0752550465032509,0.06047784,0.1125991795066802
2021-08-01,0.11137658167361138,0.08888629,0.049119025,0.07402921699572841,0.049119025,0.13475212237588474
2021-09-01,0.037724665391969406,0.43515623,0.09557969,0.095701455084568,0.09557969,0.13338579202823944
2021-10-01,0.16569481257099583,0.58864087,0.11151977,0.10722914685266086,0.11151977,0.17997407741822738
2021-11-01,0.18747403014392022,0.3604116,0.09836132,0.09037762718937194,0.09836132,0.15434593737015073
2021-12-01,0.061670025805722464,0.09605294,0.05132489,0.07444681864938762,0.05132489,0.11672416566085687
2022-01-01,0.0018240547216416493,0.118160695,0.05981174,0.07569041098595532,0.05981174,0.06177845335360061
2022-02-01,0.042062828021601883,0.17408913,0.08323134,0.07881702462561482,0.08323134,0.08613752186810679
2022-03-01,0.23362744352323725,0.20231295,0.09253055,0.0804292324960803,0.09253055,0.1843469993154332
2022-04-01,0.15835416193289403,0.20180462,0.09389927,0.0803756307303341,0.09389927,0.16449367567976975
2022-05-01,0.3783088649419893,0.5209484,0.10137745,0.10135572538336109,0.10137745,0.17063717943904178
2022-06-01,0.10863794934020932,0.41545865,0.09982776,0.09413688822240975,0.09982776,0.1198650083421811
2022-07-01,0.12742656146021486,0.28218308,0.0897446,0.08558954118374343,0.0897446,0.1125991795066802
2022-08-01,0.13224893917963224,0.20053172,0.08272013,0.08047212653841816,0.08272013,0.13475212237588474
2022-09-01,0.07367112810707457,0.25209025,0.07906212,0.08388446691385103,0.07906212,0.13338579202823944
2022-10-01,0.06190836804240818,0.3061981,0.097744964,0.08681387403994177,0.097744964,0.17997407741822738
2022-11-01,0.16650927359951648,0.26444468,0.0933588,0.08427646546113975,0.0933588,0.15434593737015073
2022-12-01,0.028480476181506526,0.19012333,0.08060108,0.07982064285248763,0.08060108,0.11672416566085687
2023-01-01,0.06448793463803915,0.07970081,0.04478645,0.0735283684249866,0.04478645,0.06177845335360061
2023-02-01,0.19816307902943636,0.1921469,0.08604126,0.07989653769915313,0.08604126,0.08613752186810679
2023-03-01,0.006750589488096144,0.21774393,0.095018156,0.08132665473709193,0.095018156,0.1843469993154332
2023-04-01,0.0,0.14186421,0.06476016,0.07706704781785077,0.06476016,0.16449367567976975
2023-05-01,0.21809409379341418,0.19981691,0.086591914,0.08034927648491329,0.086591914,0.17063717943904178
2023-06-01,0.07741164871833763,0.3077062,0.0931874,0.08710503527844701,0.0931874,0.1198650083421811
2023-07-01,0.22473619165319897,0.17987736,0.06448531,0.07944674520534492,0.06448531,0.1125991795066802
2023-08-01,0.29293933254329296,0.31171176,0.088340476,0.08758960166626355,0.088340476,0.13475212237588474
2023-09-01,0.018623326959847038,0.37905025,0.08421832,0.0925528571452881,0.08421832,0.13338579202823944
2023-10-01,0.005793260128739114,0.063547865,0.03455961,0.07266140549078437,0.03455961,0.17997407741822738
2023-11-01,0.005212858384013901,0.086094216,0.045210134,0.07390761877110892,0.045210134,0.15434593737015073
2023-12-01,0.08939705023639549,0.025866222,0.0130442185,0.07067200664659835,0.0130442185,0.11672416566085687
2024-01-01,0.006118183545506365,0.04407781,0.023443727,0.0716156471065497,0.023443727,0.06177845335360061
2024-02-01,0.005362440100403134,0.07474479,0.04281662,0.07324916855949497,0.04281662,0.08613752186810679
2024-03-01,0.08098805811211683,0.14565414,0.07416341,0.07719251498377024,0.07416341,0.1843469993154332
2024-04-01,0.04044535332878891,0.30885044,0.099463575,0.0869235953416621,0.099463575,0.16449367567976975
2024-05-01,0.11677242518679834,0.2166739,0.09017867,0.08134254903803266,0.09017867,0.17063717943904178
2024-06-01,0.18235249507052934,0.4716168,0.09918721,0.09815234653930323,0.09918721,0.1198650083421811
2024-07-01,0.02323414773267421,0.2772006,0.089866914,0.08520059920517677,0.089866914,0.1125991795066802
2024-08-01,0.08685347299208686,0.16164766,0.08063356,0.07808433247628883,0.08063356,0.13475212237588474
2024-09-01,0.13652007648183556,0.263782,0.0922642,0.0842078126745366,0.0922642,0.13338579202823944
2024-10-01,0.13814842862552063,0.15124542,0.07187394,0.07758394240490618,0.07187394,0.17997407741822738
2024-11-01,0.016620707891058815,0.028583448,0.013641065,0.07080844823582375,0.013641065,0.15434593737015073
2024-12-01,0.30946147036109173,0.028435087,0.012994382,0.0707959154858073,0.012994382,0.11672416566085687
2025-01-01,0.1555006650199506,0.14671001,0.07043437,0.0773121659825306,0.07043437,0.06177845335360061
2025-02-01,0.21466874572145736,0.22913203,0.08123773,0.08227580696128599,0.08123773,0.08613752186810679
2025-03-01,0.03274511295352552,0.21440215,0.091106795,0.08119973185496752,0.091106795,0.1843469993154332
2025-04-01,0.07553207604332349,0.16443096,0.07726152,0.07829302219452193,0.07726152,0.16449367567976975
2025-05-01,0.029512259227274434,0.56374776,0.101713985,0.10419257072891232,0.101713985,0.17063717943904178
2025-06-01,0.29112316092825724,0.3891937,0.10087141,0.09227837987099861,0.10087141,0.1198650083421811
2025-07-01,0.18832588649111132,0.19768752,0.07697073,0.08036440660504135,0.07697073,0.1125991795066802
2025-08-01,0.06556061011506556,0.2891026,0.09661784,0.08576912985460083,0.09661784,0.13475212237588474
2025-09-01,0.04535372848948375,0.19779,0.07337645,0.08044267094338314,0.07337645,0.13338579202823944
2025-10-01,0.15448693676637637,0.29514146,0.097803116,0.08615181960961409,0.097803116,0.17997407741822738
2025-11-01,0.5796660748687342,0.13570784,0.06820945,0.0766551831861425,0.06820945,0.15434593737015073
2025-12-01,0.009606509823127201,0.18831547,0.06930594,0.07992796228423256,0.06930594,0.11672416566085687
2026-01-01,0.1480334410032301,0.18701574,0.084375456,0.0795853250922504,0.084375456,0.06177845335360061
