block,date_start,date_end,n_months,obs_dry_mean,pred_dry_mean,clim_dry_mean,bias,bs_model,bs_reference,bss_vs_train_monthly_climatology,corr,amplitude_ratio
drought_2021_2022,2021-01-01,2022-12-01,24,0.2653993978526444,0.1453123390674591,0.1335450814325985,-0.1200870611134917,0.11272341751832944,0.10562359932638164,-0.06721810501845371,0.16449491700505306,0.2069428712129593
wet_reversal_2023,2023-01-01,2023-12-01,12,0.12449407415369168,0.11970609426498413,0.1335450814325985,-0.00478798409906168,0.03525452732077799,0.0394664866645674,0.10672242957898925,0.5184022247342629,0.3343825042247772
late_test_2024_2026,2024-01-01,2026-03-01,27,0.11333711689196153,0.12908443808555603,0.13780711289922512,0.015747322215462333,0.037905859230045295,0.038554608922347154,0.016826774033903535,0.3625181385151217,0.36699071526527405
