time,zone,n_pixels,spi12_mean
1991-01-01,0,8022,
1991-02-01,0,8022,
1991-03-01,0,8022,
1991-04-01,0,8022,
1991-05-01,0,8022,
1991-06-01,0,8022,
1991-07-01,0,8022,
1991-08-01,0,8022,
1991-09-01,0,8022,
1991-10-01,0,8022,
1991-11-01,0,8022,
1991-12-01,0,8022,0.2718944549560547
1992-01-01,0,8022,-0.2647038698196411
1992-02-01,0,8022,-0.02854987420141697
1992-03-01,0,8022,-0.09885025024414062
1992-04-01,0,8022,0.07319255918264389
1992-05-01,0,8022,-0.03310467302799225
1992-06-01,0,8022,-0.1582501381635666
1992-07-01,0,8022,-0.35671913623809814
1992-08-01,0,8022,-0.09010360389947891
1992-09-01,0,8022,0.0008495650254189968
1992-10-01,0,8022,0.06139717623591423
1992-11-01,0,8022,0.18576514720916748
1992-12-01,0,8022,-0.040778543800115585
1993-01-01,0,8022,0.030675841495394707
1993-02-01,0,8022,-0.4289261996746063
1993-03-01,0,8022,-0.4435857832431793
1993-04-01,0,8022,-0.677594780921936
1993-05-01,0,8022,-0.806723415851593
1993-06-01,0,8022,-0.6689454913139343
1993-07-01,0,8022,-0.223496213555336
1993-08-01,0,8022,-0.38552969694137573
1993-09-01,0,8022,-0.2192011922597885
1993-10-01,0,8022,0.030355224385857582
1993-11-01,0,8022,-0.10661231726408005
1993-12-01,0,8022,-0.06639363616704941
1994-01-01,0,8022,-0.23821301758289337
1994-02-01,0,8022,0.1182519719004631
1994-03-01,0,8022,0.11883590370416641
1994-04-01,0,8022,0.11631292849779129
1994-05-01,0,8022,-0.04813806712627411
1994-06-01,0,8022,-0.2439592033624649
1994-07-01,0,8022,-0.7442136406898499
1994-08-01,0,8022,-0.8655080795288086
1994-09-01,0,8022,-1.1228135824203491
1994-10-01,0,8022,-1.26470148563385
1994-11-01,0,8022,-0.9679701328277588
1994-12-01,0,8022,-1.3485394716262817
1995-01-01,0,8022,-0.4473971724510193
1995-02-01,0,8022,-0.6934794783592224
1995-03-01,0,8022,-0.715158998966217
1995-04-01,0,8022,-0.71103435754776
1995-05-01,0,8022,-0.3000054359436035
1995-06-01,0,8022,-0.1021597683429718
1995-07-01,0,8022,-0.019198201596736908
1995-08-01,0,8022,-0.010154093615710735
1995-09-01,0,8022,0.2032138556241989
1995-10-01,0,8022,0.3028830289840698
1995-11-01,0,8022,0.6762585043907166
1995-12-01,0,8022,0.9398492574691772
