region,region_name,model,selected_bss,selected_bss_ci_low,selected_bss_ci_high,raw_bss,pixel_dry_roc_auc_raw,mean_observed_dry_frac,std_observed_dry_frac,mean_clim_prob_dry,corr_clim_with_observed,corr_raw_with_observed,corr_selected_with_observed
cvalley,California Central Valley,spatial,-0.0264400988001913,-0.12448747003432,0.0470407181338282,-0.1963229659570295,0.6800733142691606,0.17339073959350354,0.26859161247852437,0.13537166634686704,0.37669336447950125,0.33182556165620475,0.3112137186325542
cvalley,California Central Valley,tabular,-0.0604505454284494,-0.2072471386127067,0.0242254670518961,-0.2176509770502446,0.6702245752456955,0.17339073959350354,0.26859161247852437,0.13537166634686704,0.37669336447950125,0.28951314597555183,0.23587549635260852
mediterranean_spain,Mediterranean Spain bounding box,spatial,0.0221242784210944,-0.1513906317630123,0.1764650444321788,-0.5288182047494834,0.5383253092024431,0.15578714591017484,0.22101251042987036,0.14394946114232193,0.07001122539901093,0.09864233380242172,0.1594100118471642
mediterranean_spain,Mediterranean Spain bounding box,tabular,0.044027407551768,-0.1510430884140117,0.2409632775351689,-0.5306849793869208,0.5380477523521959,0.15578714591017484,0.22101251042987036,0.14394946114232193,0.07001122539901093,0.10794557440489501,0.21587824421418444
southern_great_plains,Southern Great Plains,spatial,-0.0820000217488283,-0.1479039892441277,-0.0018953031791721,-0.3831148417827563,0.5103296839014559,0.20799434483645002,0.21185287517926937,0.16005554418590856,-0.21250859894808546,0.06712184570311801,0.09071433678015996
southern_great_plains,Southern Great Plains,tabular,-0.0821799961602964,-0.1444997832160732,-0.0006627151677277,-0.41446694785588,0.5203674229642155,0.20799434483645002,0.21185287517926937,0.16005554418590856,-0.21250859894808546,0.09193519787397458,0.05841298973983274
