time,mjo_rmm1_mean,mjo_rmm2_mean,mjo_amp_mean,mjo_phase_angle,mjo_phase_sin,mjo_phase_cos,mjo_phase,mjo_active_days,mjo_active_frac
1974-06-01,0.000493681832000013,0.1786678413333334,0.178668523384687,1.5680332074113348,0.9999961825880649,0.002763115867572636,6.0,12.0,0.4
1974-07-01,0.3881751946496774,-0.022093117680645154,0.38880340480783576,-0.0568539886944183,-0.05682336473252999,0.9983842472818137,4.0,12.0,0.3870967741935484
1974-08-01,0.4042214334516129,0.5328013975806452,0.6687841927898457,0.9217682825995039,0.7966716368669754,0.6044123617297168,6.0,17.0,0.5483870967741935
1974-09-01,-0.63384739316,-0.6121870056666666,0.8812124872712863,-2.3735761981910373,-0.6947098622743432,-0.7192900717087392,1.0,13.0,0.43333333333333335
1974-10-01,0.8368710823709679,0.07381848387419357,0.8401204539054146,0.087980004969321,0.08786654762544856,0.9961322551791929,5.0,19.0,0.6129032258064516
