time,ivt_mean_anom_lag1,ivt_mean_anom_lag2,ivt_p90_anom_lag1,ivt_p90_anom_lag2
1991-01-01,-25.641752115885417,,-34.04173395792644,
1991-02-01,-30.857556915283205,-25.641752115885417,-40.5819504292806,-34.04173395792644
1991-03-01,20.972771644592285,-30.857556915283205,28.64983678181966,-40.5819504292806
1991-04-01,-6.173579724629718,20.972771644592285,-7.250643819173192,28.64983678181966
1991-05-01,9.48997370402018,-6.173579724629718,18.78280596415206,-7.250643819173192
