zone,n_runs,mean_duration_months,median_duration_months,max_duration_months,mean_severity_threshold_deficit,median_severity_threshold_deficit,max_severity_threshold_deficit,mean_intensity,median_intensity,min_spi12_during_runs
0,8,7.875,7.0,21,5.060945481061935,3.276265263557434,18.82445001602173,0.45603714269268647,0.3638442556063334,-3.442229747772217
1,13,5.923076923076923,5.0,21,2.8565838703742394,0.6705834865570068,14.1442950963974,0.3736627727710575,0.4614873727162679,-2.9827072620391846
2,10,6.1,3.0,26,2.5752745389938356,0.9566808938980103,15.22696077823639,0.24902764578660327,0.2573476294676463,-2.5559842586517334
3,15,4.533333333333333,3.0,17,1.3811120430628459,0.30378973484039307,7.733595132827759,0.1953457297703639,0.07225966453552246,-2.966186761856079
