zone,run_id,start_time,end_time,duration_months,severity_threshold_deficit,mean_intensity,minimum_spi12
0,1,1994-10-01,1994-10-01,1,0.0628582239151001,0.0628582239151001,-1.0628582239151
0,2,2007-03-01,2007-12-01,10,3.7537503242492676,0.37537503242492676,-1.5382628440856934
0,3,2009-01-01,2009-04-01,4,2.7987802028656006,0.6996950507164001,-2.5225486755371094
0,4,2013-11-01,2014-11-01,13,10.354836225509644,0.7965258635007418,-3.442229747772217
0,5,2015-12-01,2015-12-01,1,0.2970980405807495,0.2970980405807495,-1.2970980405807495
0,6,2018-02-01,2018-02-01,1,0.1680290699005127,0.1680290699005127,-1.1680290699005127
0,7,2020-03-01,2021-11-01,21,18.82445001602173,0.8964023817153204,-2.45862078666687
0,8,2022-01-01,2022-12-01,12,4.227761745452881,0.35231347878774005,-2.194972515106201
1,1,2007-04-01,2007-12-01,9,5.184756398200989,0.5760840442445543,-1.7492469549179077
1,2,2008-04-01,2008-10-01,7,0.39198148250579834,0.05599735464368548,-1.098633885383606
1,3,2009-01-01,2009-05-01,5,2.817409873008728,0.5634819746017456,-2.484821081161499
1,4,2009-11-01,2009-11-01,1,0.023203015327453613,0.023203015327453613,-1.0232030153274536
1,5,2012-03-01,2012-03-01,1,0.11492252349853516,0.11492252349853516,-1.1149225234985352
1,6,2012-11-01,2012-11-01,1,0.053080201148986816,0.053080201148986816,-1.0530802011489868
1,7,2013-03-01,2014-11-01,21,14.1442950963974,0.6735378617332095,-2.9827072620391846
1,8,2015-12-01,2015-12-01,1,0.3657299280166626,0.3657299280166626,-1.3657299280166626
1,9,2018-02-01,2018-02-01,1,0.6705834865570068,0.6705834865570068,-1.6705834865570068
1,10,2020-12-01,2020-12-01,1,0.4970442056655884,0.4970442056655884,-1.4970442056655884
1,11,2021-03-01,2021-11-01,9,4.153386354446411,0.4614873727162679,-1.6615386009216309
1,12,2022-01-01,2022-12-01,12,6.898455381393433,0.574871281782786,-2.0956037044525146
1,13,2025-02-01,2025-09-01,8,1.8207423686981201,0.22759279608726501,-1.5099941492080688
2,1,2001-02-01,2001-02-01,1,0.13453221321105957,0.13453221321105957,-1.1345322132110596
2,2,2001-05-01,2001-06-01,2,0.22706258296966553,0.11353129148483276,-1.1199166774749756
2,3,2001-08-01,2001-08-01,1,0.016829967498779297,0.016829967498779297,-1.0168299674987793
2,4,2007-04-01,2009-05-01,26,15.22696077823639,0.5856523376244765,-2.5559842586517334
2,5,2012-06-01,2012-11-01,6,1.5499929189682007,0.25833215316136676,-1.504258155822754
2,6,2013-02-01,2013-06-01,5,1.281815528869629,0.2563631057739258,-1.509203314781189
2,7,2013-11-01,2014-02-01,4,1.6248708963394165,0.4062177240848541,-1.7600630521774292
2,8,2020-09-01,2021-09-01,13,5.044097185134888,0.38800747577960676,-1.791874885559082
2,9,2022-10-01,2022-11-01,2,0.6315462589263916,0.3157731294631958,-1.3235489130020142
2,10,2025-03-01,2025-03-01,1,0.015037059783935547,0.015037059783935547,-1.0150370597839355
3,1,1992-11-01,1992-11-01,1,0.06534445285797119,0.06534445285797119,-1.0653444528579712
3,2,1994-03-01,1994-10-01,8,0.9499460458755493,0.11874325573444366,-1.1536328792572021
3,3,2001-02-01,2001-02-01,1,0.0010339021682739258,0.0010339021682739258,-1.001033902168274
3,4,2007-04-01,2007-12-01,9,2.158592939376831,0.239843659930759,-1.4287632703781128
3,5,2008-04-01,2008-04-01,1,0.06109774112701416,0.06109774112701416,-1.0610977411270142
3,6,2008-06-01,2008-10-01,5,0.30378973484039307,0.06075794696807861,-1.134777307510376
3,7,2009-01-01,2009-03-01,3,1.9261565208435059,0.642052173614502,-2.1234922409057617
3,8,2012-10-01,2012-10-01,1,0.07225966453552246,0.07225966453552246,-1.0722596645355225
3,9,2013-11-01,2014-11-01,13,7.733595132827759,0.594891933294443,-2.966186761856079
3,10,2015-03-01,2015-05-01,3,0.5536375045776367,0.18454583485921225,-1.2875605821609497
3,11,2015-09-01,2015-09-01,1,0.04849040508270264,0.04849040508270264,-1.0484904050827026
3,12,2020-03-01,2020-03-01,1,0.06720948219299316,0.06720948219299316,-1.0672094821929932
3,13,2020-05-01,2021-09-01,17,5.5536699295043945,0.32668646644143495,-1.6362075805664062
3,14,2022-03-01,2022-03-01,1,0.05991494655609131,0.05991494655609131,-1.0599149465560913
3,15,2022-10-01,2022-12-01,3,1.1619422435760498,0.3873140811920166,-1.6649690866470337
