forecast,bs,bss,bss_ci_low,bss_ci_high,bss_vs_persistence_raw,bss_vs_persistence_selected
cfsv2_raw_isotonic,0.08563767506119283,-0.036064140626502095,-0.42790870421431887,0.27239352211186296,-1.173787835202679,-0.9468447383270355
cfsv2_anom_isotonic,0.0404389273033228,0.5107606268568503,0.2918031547186405,0.6813673279137037,-0.02648335767867538,0.0806813381165733
cfsv2_selected,0.0404389273033228,0.5107606268568503,0.29797411967196,0.6827591377833739,-0.02648335767867538,0.0806813381165733
persistence_raw,0.03939559954948785,0.5233830441737191,-0.0998675276440579,0.8540812281488763,0.0,0.1043998375556664
persistence_isotonic,0.04398793256352999,0.46782395111958763,0.26053399106564334,0.5957976464656026,-0.11656969475165257,0.0
persistence_selected,0.04398793256352999,0.46782395111958763,0.2619117464012929,0.6014202539296908,-0.11656969475165257,0.0
