forecast,bs,bss,bss_ci_low,bss_ci_high,bss_vs_persistence_raw,bss_vs_persistence_selected
cfsv2_raw_isotonic,0.08567772962874153,-0.06629931622201068,-0.4316859301452781,0.24598556907356922,-1.3012012234915225,-0.6486104086899385
cfsv2_anom_isotonic,0.029697828241232745,0.6303966726928507,0.4773374181474925,0.7670588688536347,0.20235189494516836,0.4285545501014525
cfsv2_selected,0.029697828241232745,0.6303966726928507,0.47942195500301654,0.7674268378359556,0.20235189494516836,0.4285545501014525
persistence_raw,0.037231741733018055,0.5366336045119269,-0.0718240130960543,0.862980334829038,0.0,0.2835870275661655
persistence_isotonic,0.05196966437742255,0.3532132815603529,-0.20492465646815053,0.6402696559961801,-0.39584295438251105,0.0
persistence_selected,0.05196966437742255,0.3532132815603529,-0.2015064265872411,0.6390234143166417,-0.39584295438251105,0.0
