target_time,y_true_dry_frac,xgb_raw_prob_dry,xgb_isotonic_prob_dry,xgb_platt_prob_dry,xgb_selected_prob_dry,clim_prob_dry
2021-01-01,0.00422158154859967,0.4415534,0.14324935,0.13553370798817596,0.14324935,0.17927100494233938
2021-02-01,0.15516886326194398,0.4794057,0.15543547,0.13926815504070783,0.15543547,0.15333607907743
2021-03-01,0.0002574135090609555,0.48323274,0.16154806,0.13962977321707537,0.16154806,0.16112644151565075
2021-04-01,0.5250205930807249,0.32640004,0.12872466,0.12457425711913525,0.12872466,0.14122940691927513
2021-05-01,0.0,0.2106926,0.10961181,0.11352857835275858,0.10961181,0.1667154036243822
2021-06-01,0.28511120263591433,0.32305837,0.1066507,0.12351900912649484,0.1066507,0.1535976112026359
2021-07-01,0.10512767710049424,0.19792254,0.10646308,0.11209488928411991,0.10646308,0.18038944683817007
2021-08-01,0.23450370675453047,0.21355523,0.10646308,0.11345588649132067,0.10646308,0.15513124128754277
2021-09-01,0.1944501647446458,0.105495974,0.10646308,0.10429340301011039,0.10646308,0.1561232733493854
2021-10-01,0.10152388797364086,0.48649478,0.16350529,0.14027816540244567,0.16350529,0.16660000316816626
2021-11-01,0.10198723228995057,0.5221572,0.18443161,0.14422306837195106,0.18443161,0.14178930110252186
2021-12-01,0.515650741350906,0.40771878,0.13394786,0.1319610284966538,0.13394786,0.14863254023571157
2022-01-01,0.4216948105436573,0.5988965,0.22229193,0.15247100507644976,0.22229193,0.17927100494233938
2022-02-01,0.2830004118616145,0.5606085,0.1882564,0.1479068458461735,0.1882564,0.15333607907743
2022-03-01,0.4958299011532125,0.5501991,0.1882805,0.1468265153711099,0.1882805,0.16112644151565075
2022-04-01,0.6709225700164745,0.34525895,0.11278741,0.12572323190040688,0.11278741,0.14122940691927513
2022-05-01,0.0043245469522240525,0.5509899,0.21654527,0.14766610289019577,0.21654527,0.1667154036243822
2022-06-01,0.12046952224052718,0.19944692,0.10944379,0.11254015032429705,0.10944379,0.1535976112026359
2022-07-01,0.1812191103789127,0.40434223,0.14756845,0.13224132044249465,0.14756845,0.18038944683817007
2022-08-01,0.43075576606260296,0.4461029,0.14258507,0.13571792037602434,0.14258507,0.15513124128754277
2022-09-01,0.6763797364085667,0.47937596,0.1595266,0.13926095679944087,0.1595266,0.1561232733493854
2022-10-01,0.453665568369028,0.64660573,0.25668558,0.15769455770606092,0.25668558,0.16660000316816626
2022-11-01,0.0839168039538715,0.5380177,0.18250412,0.1457374804160333,0.18250412,0.14178930110252186
2022-12-01,0.05848434925864909,0.50113475,0.16646363,0.14165883644530736,0.16646363,0.14863254023571157
2023-01-01,0.03222817133443163,0.25973943,0.10646308,0.11763649010005804,0.10646308,0.17927100494233938
2023-02-01,0.1326194398682043,0.13947095,0.10660884,0.10717167726017142,0.10660884,0.15333607907743
2023-03-01,0.4323002471169687,0.34636346,0.1198179,0.125971593302256,0.1198179,0.16112644151565075
2023-04-01,0.30096787479406917,0.112251446,0.10646308,0.10488924455216277,0.10646308,0.14122940691927513
2023-05-01,0.05004118616144975,0.32756215,0.11210731,0.12400358123355149,0.11210731,0.1667154036243822
2023-06-01,0.030117380560131794,0.16080181,0.10654118,0.1090195155964149,0.10654118,0.1535976112026359
2023-07-01,0.016011120263591434,0.1339054,0.10637502,0.10676745374955296,0.10637502,0.18038944683817007
2023-08-01,0.38081754530477757,0.14524981,0.10646308,0.10759614876894048,0.10646308,0.15513124128754277
2023-09-01,0.03737644151565074,0.2827605,0.110622235,0.11998025061786051,0.110622235,0.1561232733493854
2023-10-01,0.03258855024711697,0.06331115,0.10646308,0.10085965759724222,0.10646308,0.16660000316816626
2023-11-01,0.29149505766062606,0.034437545,0.092107825,0.0985873854268535,0.092107825,0.14178930110252186
2023-12-01,0.20119439868204284,0.060557835,0.10638991,0.10068356887727739,0.10638991,0.14863254023571157
2024-01-01,0.0,0.15643275,0.10646308,0.10854050600690954,0.10646308,0.17927100494233938
2024-02-01,0.002522652388797364,0.059290607,0.10646308,0.10054451102462249,0.10646308,0.15333607907743
2024-03-01,0.24840403624382207,0.06327558,0.10570091,0.10089385415065406,0.10570091,0.16112644151565075
2024-04-01,0.3171334431630972,0.10459982,0.10646308,0.10420289924233526,0.10646308,0.14122940691927513
2024-05-01,0.0032948929159802307,0.24700032,0.10646308,0.11644325824182798,0.10646308,0.1667154036243822
