region,region_name,model,train_rows,val_rows,test_rows,test_months,best_iteration,selected_calibration,climatology_bs,raw_bs,raw_bss,raw_bss_ci_low,raw_bss_ci_high,selected_bs,selected_bss,selected_bss_ci_low,selected_bss_ci_high,pixel_dry_roc_auc_raw,scores_path
mediterranean_spain,Mediterranean Spain bounding box,spatial,5297778,831024,1090719,63,195,isotonic,0.047977435108038154,0.07334877621035572,-0.5288182047494834,-1.5493144147386975,-0.02818971468113559,0.046915968975777926,0.022124278421094434,-0.15139063176301235,0.17646504443217886,0.5383253092024431,/Users/ishtisdream/chirps-drought-classifier/outputs/multiregion/mediterranean_spain/spatial_scores.txt
mediterranean_spain,Mediterranean Spain bounding box,tabular,5297778,831024,1090719,63,176,isotonic,0.047977435108038154,0.07343833926938471,-0.5306849793869208,-1.5570394070968363,-0.05088414450893202,0.045865113019248054,0.04402740755176804,-0.15104308841401173,0.24096327753516897,0.5380477523521959,/Users/ishtisdream/chirps-drought-classifier/outputs/multiregion/mediterranean_spain/tabular_scores.txt
