time,zone,n_pixels,spi12_mean
1991-01-01,0,588,
1991-02-01,0,588,
1991-03-01,0,588,
1991-04-01,0,588,
1991-05-01,0,588,
1991-06-01,0,588,
1991-07-01,0,588,
1991-08-01,0,588,
1991-09-01,0,588,
1991-10-01,0,588,
1991-11-01,0,588,
1991-12-01,0,588,0.019850386306643486
1992-01-01,0,588,0.20070095360279083
1992-02-01,0,588,0.616250216960907
1992-03-01,0,588,-0.34270933270454407
1992-04-01,0,588,-0.3607179820537567
1992-05-01,0,588,-0.33389168977737427
1992-06-01,0,588,-0.3124410808086395
1992-07-01,0,588,-0.3081066310405731
1992-08-01,0,588,-0.32946890592575073
1992-09-01,0,588,-0.29270777106285095
1992-10-01,0,588,-0.2721216678619385
1992-11-01,0,588,-0.2422644942998886
1992-12-01,0,588,-0.12159083783626556
1993-01-01,0,588,0.5816017985343933
1993-02-01,0,588,0.6291114687919617
1993-03-01,0,588,0.8856762647628784
1993-04-01,0,588,0.8854250907897949
1993-05-01,0,588,0.9990739822387695
1993-06-01,0,588,1.0710333585739136
1993-07-01,0,588,1.067720651626587
1993-08-01,0,588,1.0732678174972534
1993-09-01,0,588,1.0543497800827026
1993-10-01,0,588,0.9641017913818359
1993-11-01,0,588,1.106397271156311
1993-12-01,0,588,0.896868884563446
1994-01-01,0,588,0.2166159301996231
1994-02-01,0,588,0.04972672089934349
1994-03-01,0,588,-0.6040031909942627
1994-04-01,0,588,-0.45478150248527527
1994-05-01,0,588,-0.3315518796443939
1994-06-01,0,588,-0.4549892246723175
1994-07-01,0,588,-0.45472005009651184
1994-08-01,0,588,-0.4601867198944092
1994-09-01,0,588,-0.3584895730018616
1994-10-01,0,588,-0.36937662959098816
1994-11-01,0,588,-0.23015184700489044
1994-12-01,0,588,-0.305914968252182
1995-01-01,0,588,0.849115252494812
1995-02-01,0,588,0.3716362416744232
1995-03-01,0,588,1.6258597373962402
1995-04-01,0,588,1.6490411758422852
1995-05-01,0,588,1.5018908977508545
1995-06-01,0,588,1.4922778606414795
1995-07-01,0,588,1.4942582845687866
1995-08-01,0,588,1.5004703998565674
1995-09-01,0,588,1.4379353523254395
1995-10-01,0,588,1.4187530279159546
1995-11-01,0,588,1.1222541332244873
1995-12-01,0,588,1.4833650588989258
1996-01-01,0,588,0.5833361148834229
1996-02-01,0,588,1.3470693826675415
1996-03-01,0,588,0.30535706877708435
1996-04-01,0,588,0.1768275499343872
1996-05-01,0,588,0.18580278754234314
1996-06-01,0,588,0.17986109852790833
1996-07-01,0,588,0.17700667679309845
1996-08-01,0,588,0.17496195435523987
1996-09-01,0,588,0.1780252605676651
1996-10-01,0,588,0.4122421145439148
1996-11-01,0,588,0.8112778663635254
1996-12-01,0,588,1.1220338344573975
1997-01-01,0,588,1.6613839864730835
1997-02-01,0,588,1.2998408079147339
1997-03-01,0,588,1.1572964191436768
1997-04-01,0,588,0.9696072936058044
1997-05-01,0,588,0.8368861675262451
1997-06-01,0,588,0.8728675842285156
1997-07-01,0,588,0.873796820640564
1997-08-01,0,588,0.8779633045196533
1997-09-01,0,588,0.8811362385749817
1997-10-01,0,588,0.7405859231948853
1997-11-01,0,588,0.9195526242256165
1997-12-01,0,588,0.3296506702899933
1998-01-01,0,588,-0.1726609766483307
1998-02-01,0,588,1.5262823104858398
1998-03-01,0,588,1.8683829307556152
1998-04-01,0,588,1.9244765043258667
1998-05-01,0,588,2.0816705226898193
1998-06-01,0,588,2.046450138092041
1998-07-01,0,588,2.0449790954589844
1998-08-01,0,588,2.053004741668701
1998-09-01,0,588,2.068807601928711
1998-10-01,0,588,2.2459723949432373
1998-11-01,0,588,1.9901739358901978
1998-12-01,0,588,1.438515067100525
1999-01-01,0,588,1.2693312168121338
1999-02-01,0,588,0.0890064686536789
1999-03-01,0,588,-0.11337311565876007
1999-04-01,0,588,-0.11229266226291656
1999-05-01,0,588,-0.43439269065856934
1999-06-01,0,588,-0.4533909261226654
1999-07-01,0,588,-0.4532008767127991
1999-08-01,0,588,-0.41986092925071716
1999-09-01,0,588,-0.4365313649177551
1999-10-01,0,588,-0.5824797749519348
1999-11-01,0,588,-0.7263462543487549
1999-12-01,0,588,-0.6201380491256714
2000-01-01,0,588,-0.39851459860801697
2000-02-01,0,588,0.2815510332584381
2000-03-01,0,588,0.034931134432554245
2000-04-01,0,588,0.20894551277160645
2000-05-01,0,588,0.32917553186416626
2000-06-01,0,588,0.3219464123249054
2000-07-01,0,588,0.3219509720802307
2000-08-01,0,588,0.3576171398162842
2000-09-01,0,588,0.41052496433258057
2000-10-01,0,588,0.6913809776306152
2000-11-01,0,588,0.4639280140399933
2000-12-01,0,588,0.5255281329154968
2001-01-01,0,588,0.2900615632534027
2001-02-01,0,588,-0.349575012922287
2001-03-01,0,588,0.26518020033836365
2001-04-01,0,588,0.08282381296157837
2001-05-01,0,588,-0.07183898985385895
2001-06-01,0,588,-0.07072087377309799
2001-07-01,0,588,-0.06619091331958771
2001-08-01,0,588,-0.13603566586971283
2001-09-01,0,588,-0.13577499985694885
2001-10-01,0,588,-0.28435444831848145
2001-11-01,0,588,0.29446181654930115
