zone,run_id,start_time,end_time,duration_months,severity_threshold_deficit,mean_intensity,minimum_spi12
0,1,2007-04-01,2007-12-01,9,5.871542930603027,0.652393658955892,-1.8299375772476196
0,2,2008-04-01,2008-10-01,7,1.0529018640518188,0.1504145520074027,-1.1963279247283936
0,3,2009-01-01,2009-09-01,9,3.957423448562622,0.439713716506958,-2.6226718425750732
0,4,2009-11-01,2009-11-01,1,0.20249497890472412,0.20249497890472412,-1.2024949789047241
0,5,2012-03-01,2012-03-01,1,0.07985949516296387,0.07985949516296387,-1.0798594951629639
0,6,2012-10-01,2012-11-01,2,0.07823824882507324,0.03911912441253662,-1.0666509866714478
0,7,2013-04-01,2014-11-01,20,14.078373670578003,0.7039186835289002,-3.0885350704193115
0,8,2015-12-01,2015-12-01,1,0.10598647594451904,0.10598647594451904,-1.105986475944519
0,9,2018-02-01,2018-02-01,1,0.47994256019592285,0.47994256019592285,-1.4799425601959229
0,10,2020-12-01,2020-12-01,1,0.5880852937698364,0.5880852937698364,-1.5880852937698364
0,11,2021-02-01,2021-02-01,1,0.028928160667419434,0.028928160667419434,-1.0289281606674194
0,12,2021-04-01,2021-09-01,6,2.9138283729553223,0.4856380621592204,-1.5228561162948608
0,13,2021-11-01,2021-11-01,1,0.0020418167114257812,0.0020418167114257812,-1.0020418167114258
0,14,2022-01-01,2022-12-01,12,6.230443477630615,0.5192036231358846,-2.1536169052124023
0,15,2025-02-01,2025-02-01,1,0.5209430456161499,0.5209430456161499,-1.52094304561615
1,1,1994-10-01,1994-10-01,1,0.03347277641296387,0.03347277641296387,-1.0334727764129639
1,2,2002-11-01,2002-11-01,1,0.0037573575973510742,0.0037573575973510742,-1.003757357597351
1,3,2007-04-01,2007-12-01,9,3.1504437923431396,0.35004931026034886,-1.4685640335083008
1,4,2009-01-01,2009-05-01,5,3.166388511657715,0.633277702331543,-2.5800304412841797
1,5,2013-11-01,2014-10-01,12,8.51301383972168,0.7094178199768066,-3.433297872543335
1,6,2015-12-01,2015-12-01,1,0.2938646078109741,0.2938646078109741,-1.2938646078109741
1,7,2018-02-01,2018-11-01,10,2.0874117612838745,0.20874117612838744,-1.5967830419540405
1,8,2020-03-01,2021-11-01,21,25.616141200065613,1.2198162476221721,-2.9377200603485107
1,9,2022-01-01,2022-12-01,12,6.443964004516602,0.5369970003763834,-2.343475341796875
1,10,2026-02-01,2026-03-01,2,0.25646376609802246,0.12823188304901123,-1.2083196640014648
2,1,2000-01-01,2000-01-01,1,0.05339252948760986,0.05339252948760986,-1.0533925294876099
2,2,2003-01-01,2003-01-01,1,0.1262744665145874,0.1262744665145874,-1.1262744665145874
2,3,2007-04-01,2007-12-01,9,4.637401461601257,0.5152668290668063,-1.7936534881591797
2,4,2008-02-01,2008-11-01,10,3.8737380504608154,0.38737380504608154,-1.5446728467941284
2,5,2009-01-01,2009-05-01,5,3.0033369064331055,0.6006673812866211,-2.3712360858917236
2,6,2009-11-01,2009-11-01,1,0.2987021207809448,0.2987021207809448,-1.2987021207809448
2,7,2012-03-01,2012-03-01,1,0.005643129348754883,0.005643129348754883,-1.0056431293487549
2,8,2012-11-01,2012-11-01,1,0.004054665565490723,0.004054665565490723,-1.0040546655654907
2,9,2013-02-01,2014-11-01,22,13.650562047958374,0.620480093089017,-2.4823391437530518
2,10,2015-12-01,2015-12-01,1,0.4384094476699829,0.4384094476699829,-1.438409447669983
2,11,2018-02-01,2018-02-01,1,0.8449666500091553,0.8449666500091553,-1.8449666500091553
2,12,2020-12-01,2020-12-01,1,0.14393293857574463,0.14393293857574463,-1.1439329385757446
2,13,2021-03-01,2021-11-01,9,8.856304407119751,0.9840338230133057,-2.2903456687927246
2,14,2022-01-01,2022-12-01,12,7.703409314155579,0.6419507761796316,-2.310547351837158
2,15,2025-01-01,2025-10-01,10,5.76812469959259,0.576812469959259,-2.031975507736206
3,1,1994-06-01,1994-10-01,5,0.18734502792358398,0.037469005584716795,-1.0968828201293945
3,2,2007-03-01,2007-12-01,10,4.9918413162231445,0.49918413162231445,-1.6824175119400024
3,3,2009-01-01,2009-05-01,5,3.6749221086502075,0.7349844217300415,-2.7113146781921387
3,4,2009-11-01,2009-11-01,1,0.03553640842437744,0.03553640842437744,-1.0355364084243774
3,5,2012-03-01,2012-03-01,1,0.0966651439666748,0.0966651439666748,-1.0966651439666748
3,6,2013-11-01,2014-11-01,13,11.206315517425537,0.8620242705711951,-3.4484403133392334
3,7,2015-12-01,2015-12-01,1,0.34101617336273193,0.34101617336273193,-1.341016173362732
3,8,2020-03-01,2021-10-01,20,17.372607827186584,0.8686303913593292,-2.3927860260009766
3,9,2022-02-01,2022-04-01,3,0.562515377998352,0.18750512599945068,-1.2530529499053955
3,10,2022-10-01,2022-12-01,3,2.718896269798279,0.9062987565994263,-2.3059380054473877
