zone,n_runs,mean_duration_months,median_duration_months,max_duration_months,mean_severity_threshold_deficit,median_severity_threshold_deficit,max_severity_threshold_deficit,mean_intensity,median_intensity,min_spi12_during_runs
0,9,2.5555555555555554,2.0,6,0.6870085928175185,0.1529606580734253,3.508189558982849,0.18521793683369958,0.135087251663208,-1.610770344734192
1,7,4.571428571428571,2.0,12,1.514796495437622,0.5756118297576904,4.8173588514328,0.2392351409745595,0.24539268016815186,-1.844120740890503
2,4,6.25,5.5,13,2.236242860555649,1.436585783958435,5.8853325843811035,0.2861667476021327,0.25274090468883514,-1.6756280660629272
3,6,4.833333333333333,2.0,19,1.7464193900426228,0.44258028268814087,8.533090353012085,0.247024116808908,0.18009161949157715,-1.9229415655136108
