target_time,y_true_dry_frac,xgb_raw_prob_dry,xgb_isotonic_prob_dry,xgb_platt_prob_dry,xgb_selected_prob_dry,clim_prob_dry
2021-01-01,0.0029342723004694834,0.19160339,0.14910795,0.11925814535790229,0.14910795,0.17397887323943662
2021-02-01,0.4552523474178404,0.19706036,0.14871085,0.12065994906719345,0.14871085,0.1362030516431925
2021-03-01,0.20862676056338028,0.3022222,0.1539255,0.1497783306713083,0.1539255,0.2055281690140845
2021-04-01,0.8428697183098591,0.42108813,0.18278426,0.18932698655445868,0.18278426,0.1826056338028169
2021-05-01,0.45129107981220656,0.50359124,0.1990895,0.22072124371311755,0.1990895,0.17590962441314553
2021-06-01,0.3528462441314554,0.21262243,0.15004285,0.12474616282048094,0.15004285,0.1045950704225352
2021-07-01,0.0013204225352112676,0.14159757,0.10552162,0.10743051242698506,0.10552162,0.011838660166124955
2021-08-01,0.055474024068095096,0.10833367,0.0572488,0.10046123955597903,0.0572488,0.06350612991352644
2021-09-01,0.02597593190490167,0.15435475,0.09989963,0.11115885291704382,0.09989963,0.06587681470276129
2021-10-01,0.0,0.10964606,0.06694624,0.10035649271195202,0.06694624,0.1448827075478088
2021-11-01,0.08832159624413145,0.53464025,0.20209306,0.23393197900630788,0.20209306,0.18200952509931384
2021-12-01,0.0,0.3721677,0.16500862,0.17205413023973856,0.16500862,0.15560671722643557
2022-01-01,0.9843016431924883,0.15629426,0.118087776,0.11072942742095392,0.118087776,0.17397887323943662
2022-02-01,0.9765258215962441,0.30868322,0.15419625,0.1517592085878513,0.15419625,0.1362030516431925
2022-03-01,0.5133509389671361,0.3009601,0.15443021,0.1492925451998872,0.15443021,0.2055281690140845
2022-04-01,0.2935739436619718,0.46270508,0.19371195,0.20502942782088998,0.19371195,0.1826056338028169
2022-05-01,0.562206572769953,0.48557383,0.19726579,0.21394245630382178,0.19726579,0.17590962441314553
2022-06-01,0.013791079812206572,0.35018176,0.16775094,0.1667205866112068,0.16775094,0.1045950704225352
2022-07-01,0.0036678403755868545,0.22064584,0.14395675,0.12736615207614435,0.14395675,0.011838660166124955
2022-08-01,0.000146756677428823,0.12717785,0.07136036,0.10507604882462933,0.07136036,0.06350612991352644
2022-09-01,0.0007337833871441151,0.19585408,0.12643796,0.12156469303114852,0.12643796,0.06587681470276129
2022-10-01,0.46521866744936896,0.2654688,0.15419625,0.13887616395643382,0.15419625,0.1448827075478088
2022-11-01,0.07115610328638497,0.5977208,0.29971236,0.2615695770672804,0.29971236,0.18200952509931384
2022-12-01,0.0,0.46081957,0.19484483,0.2044393873105912,0.19484483,0.15560671722643557
2023-01-01,0.0,0.14634185,0.11231767,0.10845805930210514,0.11231767,0.17397887323943662
2023-02-01,0.0033744131455399062,0.11518814,0.074133925,0.1016057069657489,0.074133925,0.1362030516431925
2023-03-01,0.0,0.3386269,0.16537277,0.1617807929270318,0.16537277,0.2055281690140845
2023-04-01,0.7362089201877934,0.52733904,0.19975795,0.2302288178556859,0.19975795,0.1826056338028169
2023-05-01,0.17077464788732394,0.37932244,0.16275394,0.1743582087803959,0.16275394,0.17590962441314553
2023-06-01,0.00044014084507042255,0.19030815,0.14497839,0.11902321366796895,0.14497839,0.1045950704225352
2023-07-01,0.0019072769953051643,0.15562722,0.11511989,0.11091692820189858,0.11511989,0.011838660166124955
2023-08-01,0.002348106838861168,0.467917,0.19548444,0.20978418146874092,0.19548444,0.06350612991352644
