target_time,y_true_dry_frac,xgb_prob_dry,xgb_cal_prob_dry,clim_prob_dry,persistence_prob_dry
2021-01-01,0.22982095685353685,0.32936558,0.22986814,0.18395656002348107,0.024068095098326973
2021-02-01,0.4599354270619313,0.25017837,0.2108857,0.14759612562371588,0.017757557968887585
2021-03-01,0.28470795421191664,0.11056017,0.14665984,0.16025829175227474,0.03859700616378045
2021-04-01,0.9925176056338029,0.26599014,0.21468242,0.18302230046948356,0.49457159624413144
2021-05-01,0.7546948356807511,0.6308952,0.26317716,0.20348591549295775,0.8526995305164319
2021-06-01,0.8597417840375586,0.45959148,0.26219305,0.1815669014084507,0.8224765258215962
2021-07-01,0.5308098591549296,0.18858361,0.18212743,0.17277582159624413,0.22975352112676056
2021-08-01,0.5217136150234741,0.29363364,0.22301981,0.14942488262910797,0.460093896713615
2021-09-01,0.08890845070422536,0.33587462,0.23597613,0.11088028169014084,0.2847711267605634
2021-10-01,0.0,0.13716799,0.17252548,0.13197769953051644,0.9925176056338029
2021-11-01,0.0,0.36797348,0.24187489,0.11578051643192488,0.7546948356807511
2021-12-01,0.0,0.35755354,0.24016973,0.13779229866377754,0.8597417840375586
2022-01-01,0.08321103610214264,0.47832397,0.2594239,0.18395656002348107,0.5308189022600528
2022-02-01,0.6899031405928969,0.7955152,0.3313584,0.14759612562371588,0.5218667449368947
2022-03-01,1.0,0.12963188,0.14780033,0.16025829175227474,0.08893454652186675
2022-04-01,0.9995598591549296,0.02346407,0.021400006,0.18302230046948356,0.0
2022-05-01,0.7539612676056338,0.13074335,0.15853627,0.20348591549295775,0.0
2022-06-01,0.4636150234741784,0.14342754,0.15907693,0.1815669014084507,0.0
2022-07-01,0.47139084507042256,0.30232343,0.2179765,0.17277582159624413,0.08318661971830986
2022-08-01,0.02420774647887324,0.17593293,0.17203575,0.14942488262910797,0.6898474178403756
2022-09-01,0.0038145539906103286,0.2156772,0.20514014,0.11088028169014084,1.0
2022-10-01,0.13791079812206572,0.14521337,0.15810074,0.13197769953051644,0.9995598591549296
2022-11-01,0.19395539906103287,0.13468447,0.16236582,0.11578051643192488,0.7539612676056338
2022-12-01,0.0,0.7836006,0.29091027,0.13779229866377754,0.4636150234741784
2023-01-01,0.0,0.14889586,0.16055846,0.18395656002348107,0.4712356912239507
2023-02-01,0.0,0.39432737,0.2537805,0.14759612562371588,0.024214851775755795
2023-03-01,0.0,0.042709537,0.124393806,0.16025829175227474,0.0038156736131493983
2023-04-01,0.005428403755868545,0.39516482,0.25440735,0.18302230046948356,0.13791079812206572
2023-05-01,0.0008802816901408451,0.079950675,0.1453623,0.20348591549295775,0.19395539906103287
2023-06-01,0.4948650234741784,0.3448752,0.2388974,0.1815669014084507,0.0
2023-07-01,0.007482394366197183,0.4964579,0.26304975,0.17277582159624413,0.0
2023-08-01,0.00044014084507042255,0.42053193,0.26213557,0.14942488262910797,0.0
2023-09-01,0.008215962441314555,0.32880044,0.23244563,0.11088028169014084,0.0
2023-10-01,0.24985328638497653,0.2715505,0.20600751,0.13197769953051644,0.005428403755868545
2023-11-01,0.5277288732394366,0.2879748,0.20866786,0.11578051643192488,0.0008802816901408451
2023-12-01,0.301056338028169,0.35566902,0.23549592,0.13779229866377754,0.4948650234741784
2024-01-01,0.012327560904021134,0.12840298,0.13218331,0.18395656002348107,0.007484590548869974
2024-02-01,0.0,0.09302831,0.12926476,0.14759612562371588,0.00044027003228646906
2024-03-01,0.0,0.12929556,0.14469014,0.16025829175227474,0.008218373936014088
2024-04-01,0.0,0.0973663,0.14117329,0.18302230046948356,0.24985328638497653
2024-05-01,0.06836854460093897,0.04654378,0.12398991,0.20348591549295775,0.5277288732394366
2024-06-01,0.21919014084507044,0.055875685,0.12362679,0.1815669014084507,0.301056338028169
2024-07-01,0.1216255868544601,0.057948753,0.11846656,0.17277582159624413,0.01232394366197183
2024-08-01,0.11018192488262911,0.110969126,0.13962895,0.14942488262910797,0.0
2024-09-01,0.09697769953051644,0.056801714,0.111556105,0.11088028169014084,0.0
2024-10-01,0.4907570422535211,0.07388714,0.111561485,0.13197769953051644,0.0
2024-11-01,0.02699530516431925,0.11086979,0.12353587,0.11578051643192488,0.06836854460093897
2024-12-01,0.03198356807511737,0.30586842,0.21715342,0.13779229866377754,0.21919014084507044
2025-01-01,0.2097152920457881,0.7665628,0.357581,0.18395656002348107,0.12166128558849428
2025-02-01,0.29424713824479015,0.868218,0.7650814,0.14759612562371588,0.11021426474904608
2025-03-01,0.09333724684473144,0.6165367,0.2635555,0.16025829175227474,0.09700616378045201
2025-04-01,0.011150234741784037,0.54018736,0.2628991,0.18302230046948356,0.4907570422535211
2025-05-01,0.15610328638497653,0.5098871,0.262795,0.20348591549295775,0.02699530516431925
2025-06-01,0.6314553990610329,0.4911382,0.26209858,0.1815669014084507,0.03198356807511737
2025-07-01,0.15551643192488263,0.12978116,0.14989594,0.17277582159624413,0.20980046948356806
2025-08-01,0.2125880281690141,0.6068164,0.26321742,0.14942488262910797,0.2943075117370892
2025-09-01,0.0,0.38435683,0.24671483,0.11088028169014084,0.09345657276995305
2025-10-01,0.0007335680751173709,0.51245743,0.26316115,0.13197769953051644,0.011150234741784037
2025-11-01,0.01232394366197183,0.3302586,0.2262239,0.11578051643192488,0.15610328638497653
2025-12-01,0.00044014084507042255,0.13657367,0.15338612,0.13779229866377754,0.6314553990610329
2026-01-01,0.03213971235691224,0.4826225,0.25798973,0.18395656002348107,0.15541532139712358
2026-02-01,0.01408864103316701,0.5822303,0.26586384,0.14759612562371588,0.21265042559436453
