zone,n_runs,mean_duration_months,median_duration_months,max_duration_months,mean_severity_threshold_deficit,median_severity_threshold_deficit,max_severity_threshold_deficit,mean_intensity,median_intensity,min_spi12_during_runs
0,9,7.888888888888889,7.0,29,4.270855665206909,2.654502272605896,21.7877094745636,0.30784443223816427,0.2949446969562107,-2.573453664779663
1,8,6.5,4.0,17,4.3668864369392395,1.1890366673469543,20.611419916152954,0.3659992341066943,0.26849155624707544,-3.2217977046966553
2,10,5.6,3.0,13,2.7977588415145873,0.8451101779937744,8.861800193786621,0.33390310122694444,0.3114775737126668,-2.318157911300659
3,14,4.0,3.0,15,1.5710034625870841,0.6233718991279602,11.429568529129028,0.22402749877600445,0.1894961804151535,-2.665764093399048
